"danceability","energy","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","duration_ms","time_signature","genre","popularity","target"
0.478,0.809,0.7566,1,0.0458,0.0767,0.0011,0.209,0.297,0.4229,0.0653,4,9,62,1
0.406,0.979,0.6718,1,0.148,0.0786,0.0015,0.746,0.151,0.8209,0.0534,4,9,44,0
0.498,0.806,0.7655,1,0.0661,0.00269,0,0.164,0.741,0.6073,0.0362,4,9,61,0
0.682,0.291,0.5812,0,0.136,0.282,0.0014,0.247,0.319,0.4266,0.0477,4,3,45,0
0.455,0.77,0.6958,0,0.089,0.502,0,0.574,0.471,0.757,0.0293,4,3,41,0
0.86,0.705,0.6932,0,0.0894,0.107,0,0.149,0.854,0.5567,0.0596,4,3,68,1
0.922,0.959,0.8625,1,0.277,0.063,0,0.151,0.51,0.3921,0.075,4,3,34,0
0.361,0.0264,0.4557,1,0.0446,0.985,0.823,0.0667,0.148,0.2332,0.0667,4,6,52,0
0.618,0.79,0.7633,1,0.0308,0.0564,0.238,0.253,0.688,0.5017,0.0469,4,2,67,1
0.574,0.387,0.6602,1,0.0312,0.314,0,0.0551,0.255,0.5388,0.0633,4,1,14,1
0.46,0.958,0.8249,0,0.045,0.000402,0.737,0.192,0.523,0.4358,0.066,4,9,47,0
0.16,0.0949,0.5018,1,0.0392,0.842,0.876,0.0897,0.0915,0.3438,0.1276,4,6,33,0
0.489,0.671,0.796,1,0.0255,0.00409,0,0.0991,0.368,0.5866,0.0468,4,1,47,0
0.392,0.877,0.7084,0,0.058,0.000133,0.0037,0.454,0.284,0.3707,0.0683,4,9,44,0
0.694,0.724,0.776,1,0.0282,0.358,4e-04,0.138,0.844,0.4942,0.08,4,2,56,1
0.637,0.396,0.6052,1,0.0304,0.0801,0,0.132,0.846,0.4969,0.0592,4,2,62,0
0.598,0.3,0.6625,0,0.0251,0.285,0,0.322,0.263,0.3728,0.0402,4,1,40,0
0.614,0.866,0.7233,0,0.036,0.00812,0.0098,0.051,0.846,0.4807,0.049,4,3,70,1
0.727,0.329,0.6055,1,0.0396,0.742,0.554,0.282,0.797,0.5464,0.0452,4,3,21,0
0.591,0.943,0.8488,1,0.0377,0.0484,0,0.886,0.96,0.3874,0.0452,4,9,45,0
0.767,0.11,0.6237,1,0.0864,0.947,0.855,0.0686,0.673,0.4219,0.02,3,3,51,0
0.44,0.746,0.7233,1,0.037,0.0669,1e-04,0.218,0.924,0.5812,0.0412,4,2,45,0
0.622,0.623,0.7477,1,0.0449,0.0685,0.0577,0.169,0.48,0.4921,0.0703,4,3,45,0
0.723,0.529,0.7539,0,0.0832,0.536,0,0.245,0.779,0.493,0.0463,4,3,62,0
0.331,0.765,0.6998,1,0.069,2.25e-05,0.0377,0.279,0.17,0.5177,0.0457,4,9,49,0
0.158,0.431,0.7197,1,0.0347,0.925,0.166,0.115,0.106,0.7433,0.0857,4,6,42,0
0.313,0.692,0.7767,1,0.0683,0.00035,0.009,0.172,0.585,0.5511,0.0401,4,9,25,0
0.744,0.699,0.7259,1,0.0695,0.278,0.0283,0.147,0.951,0.5278,0.0675,4,7,6,0
0.617,0.958,0.8445,1,0.0615,0.107,1e-04,0.376,0.774,0.5046,0.0453,4,9,72,1
0.74,0.911,0.8511,0,0.0866,0.014,0.46,0.122,0.876,0.4798,0.0461,4,3,32,1
0.64,0.534,0.7295,0,0.0413,0.671,0,0.0943,0.734,0.6161,0.0384,4,3,40,0
0.204,0.000276,0.7337,1,0.104,1.99e-05,0.965,0.648,0.0315,0.3553,0.0355,4,3,45,0
0.677,0.93,0.73,1,0.041,0.00814,2e-04,0.326,0.383,0.4579,0.0463,4,3,43,1
0.257,0.0906,0.4504,1,0.07,0.932,0.985,0.0786,0.0451,0.2794,0.0604,3,3,65,0
0.822,0.443,0.67,0,0.0386,0.0946,0.0161,0.0957,0.97,0.4022,0.0938,4,12,50,0
0.436,0.692,0.7217,1,0.0379,0.205,0.772,0.691,0.0659,0.3252,0.1069,4,3,35,0
0.599,0.667,0.6272,0,0.0329,0.0957,0.479,0.101,0.762,0.6417,0.0654,4,3,28,1
0.894,0.642,0.6296,0,0.0694,0.0413,3e-04,0.0696,0.912,0.464,0.0586,4,3,20,0
0.332,0.441,0.6082,1,0.0513,0.00662,0.641,0.313,0.0393,0.3625,0.0381,4,3,79,0
0.275,0.49,0.6227,0,0.0364,0.227,0,0.0685,0.734,0.7215,0.0498,4,7,42,0
0.465,0.324,0.6695,1,0.0286,0.0424,0,0.137,0.358,0.354,0.0414,4,1,49,1
0.552,0.774,0.7575,1,0.0292,0.0168,0,0.0701,0.783,0.4594,0.0474,4,2,39,0
0.716,0.634,0.7533,1,0.0315,0.000557,1e-04,0.249,0.348,0.4589,0.0756,4,3,34,1
0.399,0.949,0.7965,0,0.0656,0.0853,2e-04,0.122,0.326,0.5673,0.0456,4,9,16,0
0.568,0.309,0.6299,1,0.0393,0.811,0,0.302,0.391,0.378,0.0589,4,8,77,0
0.752,0.336,0.6445,1,0.0268,0.143,0,0.0671,0.783,0.3713,0.0558,4,2,62,1
0.168,0.999,0.7386,1,0.0954,0.13,0.99,0.893,1e-05,0.5048,0.0401,3,9,45,0
0.768,0.76,0.7539,1,0.104,0.0679,0.0021,0.0974,0.698,0.4633,0.054,4,3,56,1
0.956,0.765,0.6884,0,0.0619,0.143,0.0461,0.25,0.711,0.5147,0.0949,4,3,40,1
0.561,0.611,0.7033,0,0.0328,0.2,0.0031,0.11,0.621,0.3997,0.0788,4,12,71,1
0.841,0.993,0.8561,1,0.375,0.478,1e-04,0.231,0.738,0.4059,0.1223,4,10,0,0
0.638,0.662,0.7185,1,0.0382,0.756,0.821,0.0903,0.665,0.6148,0.0297,1,6,44,0
0.779,0.797,0.7957,1,0.0581,0.00975,0.0249,0.171,0.96,0.4774,0.0712,4,7,37,1
0.562,0.702,0.7046,1,0.0291,0.304,5e-04,0.391,0.413,0.5505,0.1182,4,3,46,1
0.429,0.366,0.6273,1,0.0365,0.953,0.916,0.115,0.258,0.3814,0.1133,4,6,66,0
0.541,0.948,0.8376,1,0.0696,0.0433,5e-04,0.341,0.257,0.3712,0.0607,4,9,61,1
0.456,0.558,0.6885,0,0.0877,0.45,1e-04,0.175,0.389,0.4536,0.0778,4,3,42,0
0.801,0.272,0.4981,1,0.0356,0.368,0,0.0636,0.812,0.541,0.058,4,2,47,0
0.537,0.815,0.8122,1,0.0348,0.000418,0.807,0.194,0.691,0.6024,0.0493,4,9,61,1
0.337,0.434,0.6576,1,0.0435,0.559,4e-04,0.106,0.175,0.5115,0.0716,4,3,71,1
0.283,0.578,0.698,1,0.0382,0.000249,0.83,0.0981,0.796,0.7156,0.0499,4,9,41,0
0.669,0.943,0.7906,1,0.0612,0.0876,0,0.102,0.606,0.5385,0.0588,4,9,54,1
0.534,0.776,0.6436,0,0.0937,0.645,7e-04,0.108,0.134,0.6142,0.0326,4,3,65,0
0.465,0.744,0.7644,0,0.067,0.292,0,0.345,0.728,0.7965,0.0367,4,9,66,1
0.787,0.625,0.6785,1,0.0321,0.422,0,0.194,0.938,0.5452,0.0454,4,2,57,1
0.557,0.378,0.6368,0,0.0335,0.892,0.48,0.0976,0.828,0.368,0.0517,4,6,68,0
0.692,0.525,0.6899,1,0.0373,0.0212,0.0019,0.0944,0.0879,0.4294,0.0765,4,3,77,1
0.712,0.913,0.8294,0,0.0475,0.526,0,0.128,0.914,0.4841,0.0544,4,3,38,1
0.792,0.476,0.7085,1,0.0412,0.372,0.0157,0.027,0.82,0.4095,0.0867,4,2,60,1
0.764,0.81,0.7174,1,0.0445,0.00154,0.0263,0.352,0.923,0.5167,0.0928,4,3,52,0
0.348,0.194,0.6194,0,0.0437,0.938,0.934,0.131,0.101,0.3172,0.0435,4,6,66,0
0.573,0.806,0.7222,1,0.0356,0.151,0.0116,0.405,0.934,0.7718,0.0535,4,3,62,1
0.359,0.248,0.6323,1,0.0743,0.838,0,0.815,0.436,0.5542,0.0391,5,3,73,1
0.484,0.555,0.6842,0,0.0583,0.191,0.0333,0.0528,0.731,0.4896,0.0427,4,3,61,0
0.815,0.891,0.7903,0,0.106,0.0123,0.24,0.404,0.415,0.4989,0.0537,4,3,45,0
0.666,0.664,0.7773,1,0.0272,0.286,0,0.547,0.82,0.4818,0.057,4,2,57,1
0.156,0.429,0.5691,1,0.0609,0.868,0.87,0.107,0.0676,0.287,0.0351,5,3,45,0
0.717,0.495,0.614,0,0.0582,0.337,0.404,0.307,0.733,0.4981,0.0955,4,3,40,0
0.515,0.878,0.8009,1,0.0707,4.7e-05,3e-04,0.138,0.371,0.5437,0.0693,4,9,43,1
0.628,0.771,0.672,0,0.0536,0.0117,0.001,0.203,0.793,0.5057,0.0487,4,3,42,1
0.77,0.732,0.741,1,0.0681,0.157,0,0.101,0.951,0.4445,0.0452,4,2,67,0
0.497,0.235,0.6761,1,0.0379,0.962,0.0071,0.111,0.295,0.6985,0.0359,4,6,40,0
0.0687,0.11,0.6679,1,0.0357,0.205,0.775,0.0922,0.0293,0.3186,0.1615,4,3,41,0
0.915,0.52,0.7547,1,0.132,0.0018,4e-04,0.0293,0.471,0.4949,0.0736,4,3,38,1
0.608,0.653,0.7093,1,0.0276,0.0418,0,0.962,0.956,0.5164,0.0458,4,2,29,1
0.622,0.498,0.7391,1,0.0263,0.228,0.5,0.149,0.296,0.5061,0.0537,4,3,26,1
0.759,0.599,0.75,1,0.0395,0.169,9e-04,0.0369,0.895,0.403,0.0542,4,2,55,1
0.645,0.629,0.7488,1,0.0399,0.367,0,0.15,0.894,0.3858,0.0662,4,2,64,0
0.411,0.609,0.7998,0,0.0312,0.448,0,0.123,0.347,0.5944,0.0662,4,1,52,1
0.462,0.723,0.7256,1,0.0307,0.0559,0.0744,0.0901,0.573,0.5392,0.0503,4,12,20,0
0.767,0.7,0.7429,1,0.0288,0.0873,0,0.226,0.853,0.4603,0.0519,4,2,76,1
0.691,0.812,0.7827,1,0.0558,0.0433,0,0.299,0.685,0.5284,0.0494,4,3,72,1
0.633,0.727,0.7843,1,0.0265,0.0207,1e-04,0.265,0.918,0.4592,0.0717,4,3,49,1
0.676,0.0905,0.5153,0,0.0387,0.995,0.896,0.122,0.551,0.3975,0.0463,4,6,34,0
0.602,0.732,0.7729,1,0.0282,0.36,3e-04,0.0755,0.411,0.5358,0.0716,4,2,66,1
0.829,0.604,0.6644,1,0.0304,0.118,0,0.0746,0.881,0.5191,0.051,4,2,51,1
0.384,0.968,0.8614,1,0.124,0.000187,0,0.308,0.449,0.5571,0.0411,4,9,85,0
0.685,0.718,0.7836,1,0.0521,0.122,0,0.0556,0.958,0.5445,0.0423,4,2,57,1
0.485,0.528,0.702,1,0.0331,0.463,0,0.0755,0.382,0.6177,0.0447,4,1,73,0
0.625,0.409,0.7651,1,0.038,0.109,0,0.126,0.44,0.5327,0.0483,4,1,62,0
0.626,0.914,0.7984,1,0.0505,0.0813,0.0053,0.355,0.962,0.5978,0.0726,4,9,72,1
0.368,0.992,0.8693,0,0.189,0.0351,0.002,0.133,0.0744,0.4557,0.0391,4,9,39,0
0.621,0.773,0.7,1,0.0475,0.144,0,0.161,0.856,0.583,0.05,4,2,42,1
0.698,0.456,0.6883,1,0.039,0.356,0,0.0313,0.796,0.3382,0.0739,4,2,71,1
0.602,0.91,0.8053,0,0.169,0.14,0.0634,0.0928,0.736,0.3496,0.049,4,3,45,0
0.492,0.612,0.7189,1,0.0328,0.187,0,0.08,0.412,0.5954,0.0687,4,1,35,1
0.639,0.745,0.752,0,0.0319,0.32,1e-04,0.059,0.779,0.4294,0.0519,4,2,16,1
0.652,0.881,0.8011,0,0.0414,0.009,0.0042,0.0575,0.964,0.4865,0.0451,4,3,9,1
0.299,0.34,0.5924,1,0.0404,0.772,0.426,0.374,0.306,0.4816,0.0473,4,3,47,0
0.853,0.715,0.8132,0,0.136,0.00352,0.547,0.206,0.868,0.4948,0.0728,4,3,67,1
0.694,0.26,0.5765,0,0.0367,0.504,0,0.154,0.366,0.5181,0.0664,4,1,50,1
0.469,0.981,0.86,1,0.102,0.0128,5e-04,0.514,0.217,0.4213,0.0381,4,9,40,0
0.513,0.936,0.7798,0,0.169,0.0843,0.292,0.404,0.389,0.5657,0.0364,4,3,42,0
0.725,0.221,0.6622,1,0.0896,0.842,0.212,0.0773,0.686,0.5077,0.0525,4,3,35,0
0.706,0.909,0.8161,1,0.0276,0.267,0.0689,0.161,0.945,0.5302,0.0494,4,12,81,1
0.442,0.321,0.6938,1,0.0364,0.281,0.0119,0.103,0.207,0.5728,0.0469,4,6,11,0
0.602,0.67,0.6785,0,0.0472,0.0048,0.732,0.134,0.426,0.5362,0.0737,4,3,45,0
0.703,0.527,0.6237,0,0.0665,0.0161,0.013,0.393,0.269,0.4559,0.0641,4,3,44,0
0.68,0.594,0.7443,1,0.0296,0.293,0,0.165,0.78,0.4781,0.0488,4,2,10,1
0.447,0.171,0.6884,1,0.0322,0.808,0,0.12,0.294,0.5681,0.0537,4,2,76,1
0.657,0.857,0.7969,1,0.0456,0.0716,0,0.0774,0.624,0.5213,0.0476,4,2,58,1
0.456,0.729,0.7706,0,0.0293,0.00712,0.758,0.116,0.371,0.7406,0.0615,4,3,58,0
0.521,0.474,0.6859,1,0.152,0.964,0.0124,0.679,0.573,0.6631,0.0272,4,3,42,0
0.434,0.95,0.841,1,0.0968,0.00557,0,0.104,0.646,0.573,0.0562,4,9,44,0
0.618,0.487,0.7106,1,0.0827,0.508,0,0.0595,0.857,0.4894,0.0438,4,2,66,1
0.333,0.695,0.8328,1,0.0465,0.372,0,0.107,0.317,0.844,0.0515,4,9,57,1
0.783,0.498,0.7322,1,0.0305,0.61,0.0018,0.196,0.609,0.5132,0.0599,4,2,34,1
0.761,0.641,0.6753,0,0.0445,0.0713,0.0269,0.483,0.822,0.4954,0.0766,4,3,48,1
0.57,0.368,0.683,1,0.0334,0.56,0,0.155,0.445,0.5361,0.0922,4,2,56,1
0.727,0.404,0.6698,1,0.042,0.298,0.0874,0.117,0.331,0.3952,0.0557,4,3,68,0
0.54,0.621,0.6809,1,0.0369,0.00292,0.0029,0.367,0.195,0.5393,0.0464,4,3,62,1
0.539,0.866,0.7708,1,0.0483,0.0866,0.0041,0.0953,0.761,0.5399,0.0861,4,9,81,1
0.502,0.87,0.784,1,0.0324,0.000522,0.003,0.39,0.877,0.5402,0.039,4,9,52,1
0.597,0.566,0.6851,1,0.0335,0.508,0.0137,0.174,0.854,0.5053,0.04,4,2,33,0
0.739,0.886,0.8137,1,0.036,0.0764,1e-04,0.683,0.788,0.4447,0.0522,4,2,59,1
0.548,0.716,0.7608,0,0.129,0.391,0,0.699,0.732,0.5772,0.0436,4,3,48,0
0.742,0.833,0.8074,1,0.115,0.079,0,0.384,0.816,0.4696,0.0418,4,12,74,1
0.412,0.38,0.7341,0,0.0269,0.729,0,0.364,0.112,0.3215,0.0469,4,3,58,0
0.578,0.509,0.7335,1,0.0284,0.377,0,0.085,0.377,0.5724,0.0601,4,2,58,0
0.302,0.0537,0.4244,0,0.0463,0.961,0.754,0.148,0.04,0.5145,0.081,4,6,33,0
0.585,0.252,0.7091,0,0.0336,0.575,0.0828,0.134,0.453,0.4471,0.0365,4,6,63,0
0.507,0.803,0.8317,1,0.0388,0.104,0.678,0.054,0.682,0.498,0.0759,4,6,61,1
0.0914,0.155,0.5835,1,0.0359,0.924,0.838,0.102,0.0635,0.3478,0.0851,3,6,27,0
0.584,0.346,0.7555,1,0.026,0.114,0,0.687,0.52,0.4328,0.0574,4,2,55,0
0.623,0.739,0.7762,1,0.0244,0.338,0,0.109,0.642,0.3935,0.0583,4,2,74,1
0.299,0.114,0.4698,1,0.042,0.687,0.859,0.0764,0.131,0.293,0.0551,4,3,65,0
0.376,0.667,0.7896,1,0.0356,0.209,0,0.317,0.844,0.4481,0.0525,4,2,68,1
0.77,0.754,0.7259,1,0.0484,0.0464,0,0.309,0.559,0.434,0.0739,4,3,65,1
0.56,0.0513,0.5895,0,0.0608,0.974,0.234,0.108,0.193,0.4708,0.0846,3,6,24,0
0.524,0.916,0.8056,1,0.0285,0.0268,4e-04,0.265,0.963,0.6489,0.069,4,9,69,1
0.543,0.53,0.7928,1,0.0284,0.679,0,0.26,0.781,0.5296,0.0403,4,2,72,0
0.272,0.772,0.7175,1,0.0398,3.6e-06,0.0075,0.152,0.255,0.4474,0.0477,4,9,49,0
0.604,0.103,0.5543,1,0.0401,0.89,2e-04,0.113,0.347,0.5028,0.058,4,2,46,0
0.681,0.476,0.6379,1,0.0294,0.294,0,0.079,0.668,0.4993,0.0637,4,2,75,1
0.167,0.975,0.8486,1,0.216,0.000169,0.0161,0.172,0.0918,0.8245,0.0517,4,9,85,0
0.651,0.417,0.6887,1,0.0281,0.00021,0.0547,0.167,0.245,0.456,0.06,4,1,72,1
0.855,0.438,0.6923,0,0.0359,0.0231,4e-04,0.0537,0.944,0.4987,0.0509,4,1,52,1
0.558,0.52,0.665,1,0.0365,0.11,0,0.183,0.904,0.3933,0.0408,4,2,33,0
0.372,0.119,0.6922,1,0.0344,0.101,0.969,0.212,0.46,0.4149,0.0082,4,3,68,0
0.413,0.419,0.7467,1,0.0576,0.885,0,0.929,0.192,0.342,0.0773,5,3,64,0
0.282,0.984,0.8405,1,0.169,0.00466,0.0019,0.735,0.175,0.4655,0.0395,4,9,39,0
0.618,0.902,0.8128,1,0.0676,0.00489,0.0044,0.126,0.452,0.3786,0.0758,4,9,44,0
0.433,0.958,0.8537,1,0.0818,0.00943,0,0.227,0.874,0.6793,0.0383,4,9,70,1
0.685,0.526,0.7624,0,0.03,0.0313,0.395,0.11,0.455,0.4763,0.0645,4,3,85,1
0.44,0.437,0.7142,0,0.0308,0.539,0,0.632,0.596,0.5174,0.0328,4,2,65,0
0.406,0.779,0.7698,0,0.0337,0.0261,0,0.115,0.47,0.4391,0.0517,4,9,26,1
0.338,0.92,0.6821,1,0.055,0.00118,0.349,0.0539,0.239,0.641,0.0472,4,9,45,0
0.68,0.826,0.8358,1,0.0671,0.0683,0.444,0.0861,0.963,0.6558,0.057,4,3,77,1
0.503,0.838,0.8095,1,0.0895,0.00526,0,0.0894,0.778,0.7711,0.074,4,9,30,0
0.58,0.754,0.6923,1,0.0466,0.000415,0.626,0.341,0.373,0.4132,0.0898,4,3,44,0
0.741,0.81,0.7265,1,0.0524,0.241,0.18,0.0921,0.827,0.4955,0.0699,4,3,32,1
0.599,0.482,0.7171,1,0.0345,0.339,0,0.426,0.654,0.4902,0.0497,4,2,51,1
0.599,0.632,0.7639,1,0.0432,0.181,0.0019,0.638,0.835,0.3367,0.0517,4,2,73,1
0.808,0.616,0.7219,0,0.0454,0.316,0.0024,0.0648,0.804,0.4662,0.0592,4,3,53,1
0.201,0.376,0.6528,1,0.0356,0.556,0,0.913,0.215,0.3757,0.0877,4,8,38,0
0.422,0.155,0.5819,1,0.0292,0.423,0,0.133,0.0739,0.3904,0.0508,3,1,72,1
0.383,0.568,0.7974,0,0.0301,0.2,5e-04,0.148,0.112,0.6485,0.0426,4,1,27,0
0.573,0.65,0.8174,1,0.0257,0.201,0,0.048,0.346,0.3939,0.062,4,1,73,1
0.407,0.306,0.6325,0,0.0537,0.337,0,0.151,0.508,0.6388,0.054,4,3,27,0
0.378,0.834,0.7147,0,0.0863,0.0175,0,0.0917,0.627,0.5806,0.0261,4,9,8,0
0.53,0.917,0.8211,1,0.083,7.21e-05,0.0127,0.0923,0.335,0.5664,0.0452,4,9,25,0
0.748,0.722,0.8067,1,0.0347,0.0344,0.0164,0.0857,0.835,0.4999,0.0715,4,3,75,1
0.618,0.676,0.7559,1,0.0406,0.105,4e-04,0.165,0.701,0.5781,0.0298,4,2,45,0
0.61,0.87,0.6992,1,0.0415,0.00636,0.802,0.0819,0.889,0.3747,0.0981,4,5,35,0
0.262,0.0335,0.507,0,0.0343,0.964,0.947,0.122,0.0438,0.5884,0.0205,4,6,49,0
0.486,0.962,0.8624,1,0.141,0.0024,0.0082,0.125,0.711,0.7176,0.0663,4,9,47,1
0.271,0.974,0.7908,0,0.124,0.000177,0.0036,0.896,0.137,0.5722,0.0623,4,9,63,0
0.58,0.736,0.6937,1,0.0343,0.000181,0.882,0.0482,0.492,0.6195,0.0371,4,3,56,0
0.444,0.633,0.6485,1,0.0371,0.0148,1e-04,0.197,0.347,0.5433,0.0581,4,3,16,0
0.672,0.0765,0.4585,0,0.251,0.81,0.483,0.106,0.498,0.3963,0.0246,4,3,3,0
0.569,0.905,0.7184,1,0.0535,0.00223,0.0066,0.0895,0.319,0.5006,0.0706,4,9,56,0
0.27,0.805,0.7089,0,0.0526,6.32e-05,0.0041,0.0774,0.546,0.5888,0.075,4,9,47,0
0.605,0.81,0.8358,1,0.0248,0.0861,7e-04,0.424,0.74,0.4647,0.0562,4,2,61,1
0.553,0.545,0.792,1,0.0261,0.385,0,0.105,0.201,0.3561,0.0548,4,2,72,1
0.601,0.498,0.7474,1,0.0379,0.303,0,0.254,0.65,0.5523,0.0543,4,2,46,0
0.429,0.739,0.8117,1,0.0489,0.435,0,0.0555,0.402,0.3536,0.0602,4,9,61,0
0.608,0.806,0.7732,0,0.0688,0.0157,0.865,0.0504,0.656,0.3416,0.0189,4,3,68,0
0.754,0.854,0.7951,1,0.0363,0.00148,0.0069,0.0675,0.761,0.4718,0.0644,4,3,68,1
0.484,0.32,0.6383,0,0.0331,0.743,0,0.756,0.338,0.2746,0.0413,4,3,77,0
0.56,0.65,0.7069,0,0.0321,0.299,0,0.112,0.926,0.6707,0.0592,4,7,42,1
0.436,0.977,0.8157,0,0.0746,0.000976,0.33,0.329,0.464,0.613,0.0226,4,9,55,0
0.735,0.286,0.6112,1,0.0339,0.66,0.0107,0.0873,0.417,0.4989,0.0601,4,8,42,0
0.136,0.0108,0.2509,1,0.0343,0.897,0.813,0.147,0.0312,0.3667,0.0624,4,3,65,0
0.405,0.553,0.8016,0,0.0534,0.727,0,0.0854,0.553,0.503,0.0534,4,7,42,0
0.834,0.667,0.6827,0,0.0666,0.00885,0.0122,0.128,0.375,0.4973,0.0452,4,3,33,0
0.681,0.598,0.7339,1,0.0762,0.704,2e-04,0.214,0.934,0.5358,0.0585,4,2,51,0
0.639,0.474,0.5807,1,0.0415,0.306,0.813,0.142,0.553,0.5039,0.0389,4,3,20,0
0.401,0.187,0.6972,0,0.0343,0.733,0.0042,0.106,0.196,0.3439,0.0514,4,6,11,0
0.418,0.179,0.5745,1,0.035,0.591,3e-04,0.0751,0.49,0.4034,0.0555,3,1,38,0
0.64,0.926,0.8237,1,0.0322,0.135,0,0.134,0.901,0.5467,0.0616,4,2,57,1
0.72,0.626,0.7311,1,0.035,0.201,0,0.0575,0.913,0.5096,0.0553,4,2,77,1
0.608,0.382,0.6074,1,0.0748,0.636,0.0116,0.146,0.785,0.3692,0.0806,4,3,68,0
0.688,0.714,0.7116,1,0.0355,0.085,0,0.318,0.956,0.5209,0.0582,4,2,73,1
0.506,0.0704,0.5692,1,0.0357,0.959,0.789,0.0806,0.269,0.4584,0.1025,4,6,69,0
0.406,0.24,0.6627,0,0.032,0.861,0,0.11,0.136,0.3445,0.0576,4,3,37,0
0.594,0.598,0.7673,1,0.0399,0.671,0,0.044,0.433,0.3547,0.0713,4,1,0,1
0.799,0.74,0.7108,1,0.0583,0.00157,0.634,0.317,0.642,0.4748,0.0715,4,3,51,1
0.546,0.606,0.6279,0,0.0842,0.152,0,0.183,0.834,0.3748,0.0451,4,3,64,0
0.595,0.693,0.7216,1,0.173,0.35,0,0.569,0.834,0.6108,0.0603,4,3,40,0
0.815,0.92,0.866,0,0.141,0.102,0.0011,0.342,0.953,0.5096,0.0977,4,3,25,0
0.22,0.874,0.7006,1,0.0721,2.13e-05,0.575,0.0742,0.471,0.6922,0.0529,4,9,61,0
0.5,0.813,0.7332,0,0.062,0.0256,1e-04,0.0607,0.704,0.8314,0.063,4,9,42,1
0.673,0.814,0.8273,1,0.0367,0.0133,0.0029,0.343,0.728,0.6097,0.057,4,12,72,1
0.0819,0.779,0.8212,1,0.0434,0.00118,0.872,0.145,0.592,0.3222,0.0833,4,9,35,0
0.559,0.469,0.7735,1,0.0355,0.813,1e-04,0.134,0.185,0.5761,0.0597,4,3,64,1
0.447,0.101,0.6078,1,0.0389,0.932,2e-04,0.163,0.205,0.5711,0.0413,3,6,69,0
0.574,0.327,0.6396,0,0.0418,0.725,0.728,0.168,0.869,0.3472,0.0424,4,6,35,0
0.669,0.948,0.8333,1,0.0429,0.15,0.0071,0.195,0.961,0.5968,0.0543,4,12,55,1
0.578,0.392,0.6359,1,0.0298,0.138,0,0.231,0.62,0.4475,0.046,4,2,55,1
0.595,0.723,0.7027,0,0.0342,0.0293,0.963,0.134,0.821,0.6531,0.039,4,3,15,0
0.851,0.406,0.7099,1,0.0661,0.219,0,0.0853,0.792,0.4053,0.051,4,1,75,1
0.374,0.331,0.6906,1,0.0322,0.352,0,0.178,0.594,0.7099,0.0737,4,2,58,0
0.678,0.693,0.8136,1,0.0249,0.0139,0,0.0596,0.623,0.4449,0.0487,4,1,73,1
0.606,0.732,0.7256,0,0.0322,0.0945,0,0.0841,0.727,0.5472,0.0554,4,3,63,0
0.732,0.545,0.7077,1,0.031,0.22,0,0.323,0.971,0.5216,0.0438,4,2,56,1
0.297,0.219,0.6611,1,0.0335,0.959,0.765,0.108,0.0483,0.554,0.0417,3,6,65,0
0.26,0.176,0.5228,1,0.0551,0.752,0.857,0.0749,0.0386,0.4988,0.0753,5,3,65,0
0.648,0.337,0.7616,0,0.0389,0.738,0,0.201,0.45,0.5277,0.028,4,3,65,0
0.572,0.455,0.6417,1,0.035,0.102,0,0.172,0.905,0.4574,0.0408,4,2,69,1
0.519,0.435,0.7625,0,0.0322,0.882,0,0.172,0.485,0.4036,0.0624,4,3,33,0
0.708,0.497,0.695,1,0.0756,0.0162,0.67,0.145,0.857,0.4994,0.0601,4,3,14,0
0.398,0.412,0.6042,1,0.0308,0.763,0.944,0.0838,0.531,0.3677,0.0465,4,3,49,0
0.611,0.668,0.7376,1,0.0318,0.0705,0.486,0.08,0.251,0.5189,0.0842,4,3,34,1
0.586,0.503,0.7406,0,0.0322,0.358,0,0.0426,0.895,0.8541,0.0554,4,2,69,1
0.152,0.76,0.7785,1,0.0458,0.0726,0,0.132,0.424,0.7034,0.0335,4,9,19,0
0.365,0.987,0.8458,1,0.159,3.13e-05,0.0073,0.336,0.0534,0.4377,0.0392,4,9,61,0
0.648,0.0954,0.6444,1,0.115,0.896,0,0.343,0.338,0.4533,0.0105,4,5,39,0
0.685,0.506,0.7012,1,0.0389,0.0765,0,0.108,0.913,0.5031,0.0621,4,2,67,1
0.684,0.409,0.7299,0,0.0349,0.81,0,0.0807,0.502,0.4975,0.043,4,3,45,0
0.746,0.699,0.6346,1,0.068,0.0455,0.079,0.37,0.943,0.3718,0.1195,4,3,35,0
0.878,0.84,0.6821,0,0.064,0.0421,0.0035,0.053,0.882,0.4814,0.0589,4,3,58,1
0.712,0.895,0.8499,0,0.254,0.181,0,0.108,0.727,0.399,0.065,4,3,56,0
0.713,0.81,0.7362,0,0.0367,0.156,0,0.2,0.812,0.461,0.0552,4,2,29,1
0.49,0.719,0.7809,1,0.0355,0.0961,2e-04,0.12,0.864,0.7516,0.0766,4,2,43,1
0.372,0.686,0.699,1,0.0442,0.000712,0.279,0.0731,0.526,0.6027,0.0512,4,9,29,1
0.804,0.978,0.7864,1,0.0432,1.58e-05,0.929,0.0717,0.217,0.5149,0.0856,4,3,14,0
0.571,0.292,0.6025,1,0.0379,0.453,0,0.135,0.183,0.5275,0.0526,4,8,46,1
0.614,0.53,0.776,1,0.0254,0.0986,0,0.09,0.58,0.4476,0.0395,4,2,67,0
